Original Predictions,Original Values,Augmented Predictions
0.2841816057619376,0.405273,0.2745919721661832
0.29027970380800056,0.405273,0.2745919721661832
0.2755000197697643,0.405273,0.2808553396781657
0.2755000197697643,0.405273,0.2684010310421757
0.2755000197697643,0.405273,0.2684010310421757
0.2841816057619376,0.405273,0.2745919721661832
0.2755000197697643,0.405273,0.2743682009574142
0.2755000197697643,0.405273,0.2743682009574142
0.2755000197697643,0.410156,0.2684010310421757
0.2755000197697643,0.410156,0.2684010310421757
0.2755000197697643,0.405273,0.2684010310421757
0.2815981178158272,0.405273,0.31392759973647205
0.35459111022964673,0.405273,0.3207902837401336
0.3989161523539651,0.405273,0.3689422439733778
0.3983527600462728,0.410156,0.36845394397337783
0.38968547612589494,0.405273,0.3707733064733778
0.5633228935897436,0.405273,0.5276125856573013
2.9555664,3.222656,3.3110352999999995
8.439941399999999,8.691406,8.4257813
13.5493164,13.505859,13.227539000000002
17.3476562,18.496094,17.147460600000002
13.2177732,12.739258,13.6264647
9.220703100000001,10.473633,9.0639648
4.333495900000001,4.09668,4.279785
2.38203128,2.998047,2.8285808266666668
1.5630754126190476,1.879883,1.7670896833333338
1.727463395952381,1.992188,1.7933602519759826
1.2748034622351656,1.132812,1.2511784927814398
1.249256254145609,1.542969,1.2511784927814398
1.1960075678700037,0.908203,1.1695360559696466
1.1960075678700037,1.40625,1.1695360559696466
1.1516361634513992,0.991211,1.1695360559696466
1.2299675078700036,1.225586,1.1866167709648017
1.1818715003431222,1.123047,1.2033403709648018
1.2370903706862997,1.171875,1.1877754375051284
1.2312266259516857,1.367188,1.2107409714948372
1.1780375552358278,1.098633,1.186815221494837
1.203444805235828,1.308594,1.1896013009066018
1.1941081429209772,1.098633,1.1896013009066018
1.2325451080314436,1.362305,1.2120430770503927
1.2273826838740125,1.09375,1.189988074651216
1.1917677065870689,1.098633,1.1857027843777275
1.238839739406681,1.289062,1.2448209631860363
1.1962020248134064,1.12793,1.2014921250365074
1.250175428396024,1.240234,1.2082274561866977
1.211444698717643,1.298828,1.2082274561866977
1.195905574667898,1.220703,1.1974940123344873
1.2021566191278035,1.118164,1.1967234058014065
1.2063357343259677,1.162109,1.189988074651216
1.2346695359368955,1.308594,1.269144262416904
1.1862979369362134,1.337891,1.2014921250365074
1.2302262632102319,1.313477,1.2106384638230403
1.20639954890852,1.230469,1.2082274561866977
1.208295461989328,1.230469,1.182550440527918
1.2107679803560496,1.245117,1.1981110113612512
1.2009708385518372,1.210938,1.2082274561866977
1.2223037861425625,1.40625,1.1967234058014065
1.1894839098685444,1.074219,1.189988074651216
1.2426115081108087,1.245117,1.2619205432864693
1.202105286543565,1.206055,1.1758151093777276
1.21225639151711,1.21582,1.2082274561866977
1.2376854516658733,1.28418,1.2082274561866977
1.2028360113351186,1.123047,1.2082274561866977
1.2169992328307973,1.416016,1.2082274561866977
1.2009708385518372,1.274414,1.1967234058014065
1.2215349933383297,1.323242,1.1967234058014065
1.2142582113936369,1.328125,1.2014921250365074
1.2640919634441419,1.357422,1.2204596570527029
1.2089372418768982,1.303711,1.2014921250365074
1.2293118871626048,1.181641,1.2082274561866977
1.222471840787148,1.430664,1.2082274561866977
1.2020093716443816,1.176758,1.2082274561866977
1.2251124794585593,1.347656,1.2082274561866977
1.2071939999844612,1.142578,1.1967234058014065
1.205008827967835,1.386719,1.2082274561866977
1.215191143607049,1.328125,1.2014921250365074
1.2001365119996976,1.079102,1.2014921250365074
1.2432057875967584,1.37207,1.2204596570527029
1.227407883039673,1.09375,1.2082274561866977
1.2182766540509766,1.206055,1.2082274561866977
1.2245093074368625,1.503906,1.2082274561866977
1.208991431731382,1.123047,1.2082274561866977
1.1801340180503967,1.37207,1.1967234058014065
1.190193287556696,1.259766,1.189988074651216
1.23393966288832,1.425781,1.2014921250365074
1.23393966288832,1.220703,1.2082274561866977
1.2229058956893828,1.303711,1.201031626325424
1.1979164986375948,1.240234,1.0859232038233162
2.122789828431373,3.066406,2.535354350530036
7.8002929,7.172852,7.9204101
13.271972800000004,12.231445,12.417968900000002
15.731933799999998,15.913086,16.0390627
10.0703125,9.365234,9.757324299999999
6.282715099999999,7.485352,6.729980799999998
1.9442199090264345,2.119141,1.7168215591179177
0.890134396431557,0.708008,0.7375660026129427
0.33211052532123897,0.249023,0.3121568998989899
0.196065149774004,0.219727,0.2460099145332332
0.4565369053258845,0.390625,0.4100703385658672
0.42820823593636603,0.317383,0.3398593131956932
0.46253510923858654,0.512695,0.5191333299699161
0.45491017589893773,0.43457,0.446693819982388
0.4532363879181684,0.449219,0.4477517533157213
0.38780993827584415,0.439453,0.46458685408785794
0.5630597072087962,0.410156,0.39772153077291195
0.2937034805019141,0.385742,0.30469142534204263
0.298786342736051,0.395508,0.2764311678216699
0.3051661444915042,0.385742,0.287955074712417
0.2943824031548015,0.380859,0.29714766889086197
0.28337536519391093,0.371094,0.2804616771860954
0.2933856195178152,0.361328,0.27841885031256874
0.2755000197697643,0.351562,0.2684010310421757
0.2841816057619376,0.34668,0.2745919721661832
0.29290728875833194,0.356445,0.287955074712417
0.2959845249562932,0.351562,0.29714766889086197
0.27530319949025356,0.34668,0.2703887135330746
0.26920510144419063,0.34668,0.2703887135330746
0.2755000197697643,0.332031,0.2684010310421757
0.2841816057619376,0.336914,0.2834105903797103
0.272744387007099,0.341797,0.287955074712417
0.28337536519391093,0.341797,0.2909283033311866
