Original Predictions,Original Values,Augmented Predictions
0.22674906447584844,0.27372943902439,0.21560293024144422
0.24274900944521915,0.2754799999999998,0.25676615167565037
0.25692095889058875,0.2792729024390242,0.2883967225625422
0.2569469351508841,0.2840661951219513,0.26967811612599524
0.24029491683166854,0.2877342439024392,0.2399574191504592
0.25314663422408723,0.2898183902439025,0.26853791648720043
0.2491549944747967,0.2900268048780486,0.2691699279586857
0.24180133361161937,0.2885262195121948,0.2455014013600884
0.2503493482930465,0.2861086097560973,0.25652775248324994
0.2655254264775511,0.2839827804878047,0.30461640640810167
0.26536678092765353,0.2830657560975608,0.27714887482092315
0.28705059646503067,0.2839827804878048,0.32113129693976306
0.28609956456290114,0.2864003902439026,0.30003692242598823
0.335275467527085,0.2896516585365856,0.28677846089454184
0.3481594906663926,0.2929029268292685,0.3098049749351942
0.30684870411234666,0.2947369756097562,0.4808366390964064
0.27412848829962944,0.2946119268292684,0.30409572043971717
0.2576741161126618,0.2926945121951216,0.2554719841078793
0.2834561489921069,0.2893598780487802,0.30497623938897256
0.259189801890925,0.2864003902439022,0.28048041597151746
0.23813067742172586,0.2848581219512193,0.27484252384491226
0.25713188156670813,0.2850665365853658,0.2665680901338233
0.25418398307849016,0.2870256341463415,0.2671204777234021
0.26145565652174463,0.2901101707317076,0.3026361119300367
0.3301727280729768,0.2928195609756099,0.2777088307512333
0.2823087837033599,0.2946119268292684,0.2648217848804607
0.30829648406042004,0.2951121219512197,0.26659195108315126
0.27174142456327094,0.2939866829268294,0.26558303571334296
0.26834100650619397,0.2921109512195121,0.268181999400552
0.26949610804779417,0.2901518536585363,0.2730808200227824
0.2490752124546562,0.2889430487804878,0.25509861215477814
0.23809491844409827,0.2891097804878051,0.2590478404166497
0.2655832212970677,0.2906103658536588,0.27202482414831886
0.26677968531629376,0.292986292682927,0.2960160069232654
0.2598525131499276,0.295320536585366,0.2706178587610025
0.264131105172274,0.2963209268292684,0.2620816589677589
0.2944914066285523,0.2959457804878051,0.2685733421696982
0.2885299280651179,0.2943201463414635,0.25902989054624187
0.25162455308928566,0.2921526341463413,0.2578030297919168
0.24203476546314331,0.290693731707317,0.23062974275551032
0.21389177632269413,0.290193536585366,0.2052883959700321
0.2387967142143271,0.2909855121951222,0.2534033860832118
0.23112060548205732,0.2927361951219514,0.2631952618303117
0.22092266749542352,0.2949453902439026,0.2496818812847282
0.23930083203012958,0.2971962682926831,0.21632243159026593
0.2919151362051455,0.2987802195121952,0.25572141351611866
0.27924954474138247,0.299989024390244,0.275179588266804
0.262206815454787,0.3007393170731708,0.26800665895619125
0.23985751894918428,0.3014896097560977,0.2690614761295242
0.28316992298339877,0.3023649512195123,0.2810547057920721
0.25119874818506444,0.3036154390243903,0.25919351947857316
0.22777216881471335,0.304657512195122,0.25927417430918764
0.24002449155084182,0.3056579024390244,0.2201571066388857
0.22341857933216286,0.3065749268292683,0.2714373221884366
0.2019467734501008,0.3068250243902439,0.27265937524172323
0.32074858417850943,0.3068667073170732,0.3366483082499369
0.2568778639625018,0.3066999756097561,0.3350627198919149
0.2535969553606462,0.3061997804878049,0.30519673493749094
0.2539906996248666,0.3056162195121952,0.24919857842735932
0.2645030526891513,0.3049909756097562,0.27334873783444036
0.29006755964387587,0.3043657317073172,0.2958116096799338
0.2902675749493766,0.3038655365853659,0.275179588266804
0.27147884272162515,0.3032402926829269,0.2741538389540515
0.2975612346856354,0.3024900000000001,0.2788043544515379
0.2790096543513905,0.301531292682927,0.29940632035284687
0.25249652521812155,0.3006559512195123,0.2694831847682967
0.27544322106695357,0.2999056585365855,0.28461992522120655
0.29928316946430894,0.2995305121951221,0.2963633727989265
0.3124396263034442,0.2996972439024392,0.2797856426911974
0.2592399623382421,0.299989024390244,0.2626276532335433
0.25394725289571785,0.3006559512195123,0.2718121414202245
0.28217548999372155,0.3014479268292684,0.26277073332476386
0.260182300496061,0.3025733658536586,0.27838399619176346
0.24342348018465207,0.3041156341463415,0.23657017852572496
0.2652641021925094,0.3055745365853659,0.26617580852382755
0.27238057697571944,0.3070334390243903,0.28376029278311404
0.2730405796064706,0.3088674878048781,0.2869340080445644
0.2573394748712494,0.310868268292683,0.26358070005437917
0.27147884272162515,0.3136610243902441,0.27024121109461685
0.2713484615037987,0.3164954634146343,0.265780463933058
0.2629057181451916,0.3194549512195123,0.26735106317732
0.23294327711397492,0.3227062195121952,0.24017777614091346
0.22210264501767485,0.3254572926829268,0.21932839397724266
0.22092266749542352,0.3285001463414634,0.2436879765259654
0.22092266749542352,0.3315429999999999,0.23700001424970935
0.23493919883358583,0.3339189268292681,0.23160504616650474
0.2645030526891513,0.3368367317073169,0.2715824492122189
0.2680204141248693,0.3396711707317071,0.270069844697472
0.28165836598722127,0.342297195121951,0.2710308949173565
0.2801468563415683,0.344798170731707,0.26874257287826336
0.2636700938080299,0.346965682926829,0.28313222846171204
0.24418452968801008,0.3488414146341461,0.23657017852572496
0.2645030526891513,0.3500919024390242,0.27334873783444036
0.2785381960271072,0.3512173414634144,0.293748423938653
0.2770859561162743,0.3522594146341461,0.2772427740080848
0.2450747876222427,0.3530930731707315,0.26864332392874124
0.2649331072480873,0.3541768292682924,0.2673757291945792
0.27714721520976865,0.3553439512195119,0.29509957964681405
0.2799086087341157,0.3563443414634143,0.2694831847682967
0.2923141118838094,0.3571363170731705,0.2866831109624873
0.2958473900872707,0.3578032439024388,0.2756554141288855
0.2900120439019568,0.3584284878048778,0.2851874990763093
0.27316010201992313,0.3588869999999997,0.27319920788261154
0.30452132372088453,0.3596789756097558,0.2880219846812375
0.31380817804406336,0.3603459024390241,0.30959676740906095
0.32018836050566524,0.3609711463414631,0.2897407302980475
0.3203163450509788,0.3618464878048777,0.30869140885819746
0.30358066758098173,0.3622216341463412,0.28825786952453875
0.2916422690373322,0.3621382682926826,0.2832802316371478
